	Mouse_ABCD1_1	Mouse_ABCD1_2	Mouse_ABCD1_3	Mouse_NT_1	Mouse_NT_2	Mouse_NT_3
Zdhhc12	442.162591925538	485.52968032877	469.29890416845	525.817755597352	433.069799008882	460.763548953048
Zer1	519.463744360073	411.261277984025	379.231437711879	417.255741425547	386.039594591628	356.354074806052
Tbc1d13	1621.26283706031	1696.10463854811	1607.94129589837	1589.72549448104	1761.67307379631	1464.00240923506
Slc39a1-ps	54.6261477204045	56.629656787868	35.0789079883488	55.6970333577088	44.0908166411758	36.3163388337378
Endog	11.3375023570651	15.7820354982583	9.48078594279697	16.0482977471364	14.6969388803919	13.6186270626517
D2Wsu81e	129.865936090018	138.324899367087	159.277203838989	217.12402834361	215.555103579082	167.963067106037
Ccbl1	39.1659172334975	42.7043313482283	20.8577290741533	27.3765079215857	27.4342859100649	24.9674829481947
RP23-315H12.7	14.4295484544465	19.4954556154955	19.9096504798736	8.49615763083693	13.7171429550325	4.53954235421723
Lrrc8a	273.130738602022	243.229017679039	285.371656878189	59.4731034158585	59.7675514469272	54.4745082506067
RP23-395P6.10	0	0	0	0	0	0
Phyhd1	5.15341016230231	9.28355029309311	5.68847156567818	3.77607005814975	8.81816332823516	5.67442794277153
RP23-395P6.9	0	0	0	0	0	0
Dolk	431.855771600933	526.377301618379	511.962440911037	501.273300219379	515.372656739077	474.3821760157
Nup188	1039.95817075261	1117.73945528841	1050.4710824619	1333.8967480414	1374.65368327933	1298.30911330613
RP23-395P6.4	13.398866421986	12.068615381021	13.2731003199158	19.8243678052862	15.6767348057514	15.8883982397603
Sh3glb2	1163.64001464786	1269.06132506583	1313.08885307738	1125.26887732862	1031.72510940351	1031.61099999586
Fam73b	416.395541114026	371.342011723724	350.789079883488	426.695916570921	397.797145695942	386.995985697019
Gm47292	0	0	0	0	0	0
Dolpp1	326.726204289966	317.497420023784	312.8659361123	350.230497893389	327.25183907006	352.949418040389
Crat	742.091063371532	757.537703916398	767.943661366555	540.922035829951	559.463473380253	535.665997797633
RP23-399D3.4	0	0	0	0	0	0
Ppp2r4	1504.79576739227	1488.15311198283	1341.53121090577	1478.33142776563	1526.52205171004	1445.84423981819
Ier5l	297.867107381073	404.76279277886	407.67379554027	470.120722239643	299.817553159995	360.89361716027
RP23-399D3.3	0	0	0	0	0	0
Cstad	40.196599265958	19.4954556154955	22.7538862627127	33.0406130088103	28.4140818354244	38.5861100108464
RP23-100E9.2	3.09204609738138	0	1.89615718855939	0	1.95959185071892	1.13488558855431
RP23-100E9.3	1.03068203246046	1.85671005861862	0.948078594279697	0	5.87877555215677	3.40465676566292
RP23-100E9.4	11.3375023570651	12.9969704103304	8.53270734851728	12.2722276889867	16.6565307311109	14.753512651206
Mir3089	0	0.928355029309311	5.68847156567818	0.944017514537436	0	0
RP23-221O14.1	4.12272812984185	1.85671005861862	3.79231437711879	2.83205254361231	4.89897962679731	10.2139702969888
RP23-221O14.2	2.06136406492092	0	1.89615718855939	0	1.95959185071892	2.26977117710861
Ntmt1	412.272812984185	473.461064947749	438.01231055722	575.850683867836	692.71571922914	548.14973927173
Asb6	475.144416964273	554.227952497659	459.818118225653	666.47636526343	598.655310394631	492.540345432569
Prrx2	0	0	0	1.88803502907487	0	0
Ptges	0	0	0	0	0	0
RP23-221O14.7	0	1.85671005861862	0	0	0	0
Tor1b	1133.75023570651	1187.36608248661	1206.90405051805	1608.60584477179	1683.28939976756	1621.7515060441
Tor1a	420.518269243868	379.697206987508	360.269865826285	458.792512065194	421.312247904569	473.247290427146
RP23-221O14.10	639.022860125486	636.851550106187	723.383967435409	723.117416135676	731.907556243518	756.968687565723
Usp20	306.112563640757	298.930319437598	268.306242181154	375.7189707859	309.61551241359	347.274990097618
Fnbp1	539.046702976821	564.439857820061	528.079777013791	418.199758940084	380.160819039471	447.144921890397
RP23-32C16.1	71.1170602397718	61.2714319344145	31.28659361123	84.9615763083693	75.4442862526786	77.1722200216929
Gpr107	1924.28335460368	1803.79382194799	1854.44173041109	2072.11844440967	2064.43001473239	2073.43597028872
Gm22516	14.4295484544465	4.64177514654655	5.68847156567818	5.66410508722462	5.87877555215677	12.4837414740974
RP23-32C16.3	12.3681843895255	14.853680468949	6.63655015995788	14.1602627180615	8.81816332823516	31.7767964795206
Ncs1	111.31365950573	121.61450883952	111.873274125004	73.63336613392	74.4644903273191	96.4652750271161
Hmcn2	16.4909125193674	21.3521656741142	18.0134932913142	6.60812260176206	11.7575511043135	10.2139702969888
Ass1	2431.37891457423	2729.36378616937	2633.762334909	1218.72661126783	1252.17919260939	1088.35527942358
RP23-442G9.3	0	0	0	0	0	0
Fubp3	1106.95250286254	1269.06132506583	1316.8811674545	1068.62782645638	1090.51286492508	1114.45764796033
Mir6998	3.09204609738138	1.85671005861862	0.948078594279697	0	0	1.13488558855431
RP23-442G9.5	0	0	0	0	0	0
Prdm12	0	0	0.948078594279697	0	0	0
RP23-442G9.7	0	0	0	0	0	0
Exosc2	311.265973803059	331.422745463424	346.996765506369	640.987892370919	573.180616335285	560.633480745827
RP23-65P13.2	1.03068203246046	0.928355029309311	0.948078594279697	3.77607005814975	7.8383674028757	7.94419911988015
Abl1	2730.27670398776	2496.34667381274	2508.61596046408	1889.92306410395	1690.14797124507	1595.64913750736
Qrfp	20.6136406492092	26.92229584997	8.53270734851728	8.49615763083693	4.89897962679731	11.3488558855431
Fibcd1	0	0	0	1.88803502907487	1.95959185071892	2.26977117710861
RP23-62N18.1	0	0	0	0	0	0
Lamc3	10.3068203246046	1.85671005861862	1.89615718855939	0	0	2.26977117710861
Aif1l	55.6568297528649	50.1311715827028	83.4309162966134	57.5850683867836	26.4544899847055	36.3163388337378
RP23-55I14.3	0	0	0	0.944017514537436	0	0
Nup214	1179.10024513477	1265.34790494859	1144.33086329559	1125.26887732862	1066.99776271645	1081.54596589225
RP23-55I14.5	29.8897789413534	9.28355029309311	25.5981220455518	20.7683853198236	37.2322451636596	20.4279405939775
RP23-55I14.7	8.24545625968369	5.57013017585587	1.89615718855939	12.2722276889867	14.6969388803919	15.8883982397603
Fam78a	5.15341016230231	6.49848520516518	3.79231437711879	4.72008757268718	4.89897962679731	3.40465676566292
RP23-55I14.6	0	0	0	0	0	0
Mir7674	0	0	0	0	0	0
Plpp7	16.4909125193674	16.7103905275676	15.1692575084752	5.66410508722462	7.8383674028757	6.80931353132584
Prrc2b	2609.68690618989	2547.40620042475	2080.08443584966	2394.97243438148	2269.20736313251	2219.83621121222
Gm27805	3.09204609738138	0.928355029309311	0	0.944017514537436	0	2.26977117710861
Gm22192	4.12272812984185	1.85671005861862	0.948078594279697	5.66410508722462	9.79795925359462	0
Gm25632	6.18409219476277	3.71342011723724	0.948078594279697	1.88803502907487	3.91918370143785	0
RP23-161B9.2	5.15341016230231	0	0	1.88803502907487	1.95959185071892	2.26977117710861
Pomt1	422.579633308789	378.768851958199	360.269865826285	459.736529579732	527.130207843391	448.279807478951
Uck1	479.267145094115	417.75976318919	478.779690111247	501.273300219379	486.958574903653	433.526294827745
RP23-161B9.5	9.27613829214415	12.9969704103304	9.48078594279697	9.44017514537436	7.8383674028757	9.07908470843445
Swi5	1519.22531584672	1699.81805866535	1790.92046459435	1934.29188728721	1956.65246294285	1915.68687347967
Golga2	1534.68554633363	1526.21566818451	1670.51448312083	1447.17884978589	1345.25980551854	1367.53713420794
Dnm1	9.27613829214415	0.928355029309311	12.3250217256361	10.3841926599118	6.85857147751624	4.53954235421723
Gm23363	0	0	0	0	0	0
Mir199b	0	0	0	0	0	0
Ciz1	902.877460435364	795.60026011808	823.880298429057	909.088866499551	804.412454720118	709.303492846442
RP23-161B9.10	373.106895750687	434.470153716758	485.416240271205	498.441247675766	446.786941963915	386.995985697019
Lcn2	471.021688834431	347.204780961682	370.698730363362	234.116343605284	225.353062832676	147.53512651206
Ptges2	243.240959660669	228.37533721009	255.981220455518	158.594942442289	153.827960281436	147.53512651206
RP23-375I1.2	1.03068203246046	2.78506508792793	0	3.77607005814975	0	2.26977117710861
Slc25a25	363.830757458543	384.338982134055	419.998817265906	623.995577109246	623.150208528618	629.86150164764
Naif1	206.136406492092	195.882911184265	216.161919495771	207.683853198236	210.656123952284	190.660778877124
RP23-255P20.8	0	0	0	0	0	0
RP23-255P20.3	0	0	0	0	0.979795925359462	0
Fam102a	331.879614452269	323.06755019964	312.8659361123	582.458806469598	518.312044515156	609.433561053663
Dpm2	539.046702976821	576.508473201082	576.431785322056	534.313913228189	559.463473380253	577.656764574142
9430097D07Rik	4.12272812984185	6.49848520516518	16.1173361027549	0	5.87877555215677	5.67442794277153
Pip5kl1	2.06136406492092	9.28355029309311	6.63655015995788	16.9923152616739	6.85857147751624	12.4837414740974
St6galnac4	897.724050273062	857.800047081803	781.216761686471	881.712358577966	789.715515839727	611.703332230771
Gm23369	5.15341016230231	1.85671005861862	8.53270734851728	0.944017514537436	0	1.13488558855431
St6galnac6	161.817079096292	140.181609425706	184.875325884541	113.282101744492	94.0604088345084	101.004817381333
Ak1	298.897789413534	480.887905182223	447.493096500017	92.5137164246688	92.1008169837895	118.028101209648
Eng	1691.34921526762	1822.36092253418	1651.55291123523	994.994460322458	925.907149464692	870.457246421153
Mir1954	1.03068203246046	1.85671005861862	0.948078594279697	0	0.979795925359462	4.53954235421723
Gm47291	0	0	0	0	0	0
Gm26236	2.06136406492092	0	0.948078594279697	0	0	0
Fpgs	286.529605024008	305.428804642763	237.967727164204	347.398445349777	327.25183907006	334.79124862352
Mir8093	0	0	0	0	0	0
Cdk9	627.685357768421	673.05739624925	583.068335482014	842.063622967393	740.725719571753	819.387394936209
Mir2861	0	0	0	0	0	0
Mir3960	0	0	0	0	0	0
Sh2d3c	2800.36308219507	3025.50904051904	2730.46635152553	2872.64529673742	2841.40818354244	2766.8510648954
RP23-17P12.8	152.540940804148	149.465159718799	124.19829585064	178.419310247576	162.646123609671	175.907266225918
Ttc16	7.21477422722323	11.1402603517117	10.4288645370767	18.8803502907487	14.6969388803919	13.6186270626517
Tor2a	370.014849653306	402.906082720241	366.906415986243	339.846305233477	393.877961994504	368.83781628015
Ptrh1	108.221613408348	120.68615381021	108.080959747886	76.4654186775324	72.5048984766002	73.7675632560299
Cfap157	34.0125070711952	77.0534674326728	70.1578159766976	31.1525779797354	38.212041089019	51.0698514849438
Stxbp1	838.975174422816	807.668875499101	818.191826863379	808.078992444046	753.463066601426	686.605781075355
Gm24165	2.06136406492092	0.928355029309311	0.948078594279697	1.88803502907487	2.93938777607839	2.26977117710861
RP23-320N1.1	0	3.71342011723724	5.68847156567818	5.66410508722462	9.79795925359462	1.13488558855431
RP23-320N1.2	2.06136406492092	3.71342011723724	5.68847156567818	1.88803502907487	4.89897962679731	4.53954235421723
Fam129b	3852.68943733721	4125.60975025058	3816.96442057006	4167.83732668278	3979.93104881014	3803.00160724548
Lrsam1	308.173927705678	328.637680375496	288.215892661028	252.052676381496	222.413675056598	230.381774476524
Rpl12	11067.4636645604	10686.2947423795	10717.0804297377	13185.0926255444	13067.5382565191	13045.5098404318
Snora65	0	0	0	0	0	0
Slc2a8	290.65233315385	259.011053177298	217.109998090051	165.203065044051	195.959185071892	186.121236522906
Garnl3	91.7307008889811	104.904118311952	62.57318722246	59.4731034158585	69.5655107005218	57.8791650162696
RP23-365F1.5	4.12272812984185	5.57013017585587	1.89615718855939	1.88803502907487	1.95959185071892	2.26977117710861
Ralgps1	209.228452589474	221.876852004925	252.188906078399	123.666294404404	158.726939908233	110.083902089768
RP23-35J6.2	0	0	0	0	3.91918370143785	0
Gm23546	0	0	0	0	0	0
Angptl2	13.398866421986	21.3521656741142	9.48078594279697	9.44017514537436	12.737347029673	20.4279405939775
RP23-35J6.4	0	1.85671005861862	1.89615718855939	1.88803502907487	0	3.40465676566292
Gm25998	2.06136406492092	0	0	0	0	0
Zbtb34	138.111392349702	89.1220828136939	91.0155450508509	123.666294404404	156.767348057514	198.604977997004
RP23-65G6.6	3.09204609738138	0	0	2.83205254361231	3.91918370143785	0
Zbtb43	368.984167620845	367.628591606487	354.581394260607	554.138281033475	546.72612635058	576.521878985588
RP23-65G6.2	0	0	0	0	0	0
Lmx1b	0	0	0	0	0	0
RP23-65G6.7	0	0	0	0	0	0
RP23-65G6.4	0	0	0	0	0	0
RP23-65G6.5	0	0	0	0	0	0
RP24-326B24.1	0	0	0	0	0	0
Mvb12b	1342.97868829598	1180.86759728144	1236.29448694073	1265.9274869947	1205.14898819214	1209.78803739889
Nron	55.6568297528649	62.1997869637238	30.3385150169503	29.2645429506605	43.1110207158163	45.3954235421723
RP23-421L7.2	0	0	0	0	0	0
RP23-241O13.1	0	0	0	0	0	2.26977117710861
RP23-241O13.2	0	0	1.89615718855939	0	1.95959185071892	0
RP23-241O13.3	0	0	0	0	0	0
Pbx3	493.696693548561	392.694177397839	471.19506135701	479.560897385018	478.140411575418	448.279807478951
RP23-192O6.1	11.3375023570651	2.78506508792793	5.68847156567818	11.3282101744492	11.7575511043135	18.1581694168689
Mapkap1	1015.22180197355	933.925159485167	1172.77322112399	1056.35559876739	987.634292762338	949.899237619955
RP23-192O6.2	4.12272812984185	2.78506508792793	0	0	1.95959185071892	6.80931353132584
RP23-192O6.3	2.06136406492092	1.85671005861862	0	0.944017514537436	1.95959185071892	0
RP23-14N22.2	89.6693368240602	85.4086626964566	63.5212658167397	113.282101744492	95.0402047598678	89.6559614957902
RP23-14N22.3	82.4545625968369	66.8415621102704	89.1193878622915	62.3051559594708	63.686735148365	73.7675632560299
Gapvd1	2463.3300575805	2269.82804666127	2274.44054767699	2668.73751359733	2684.64083548493	2635.2043366231
Hspa5	14185.2768127533	16144.0939596889	14862.0800439285	23370.0975898888	23398.5064935093	24824.4873640369
Rabepk	187.584129907804	192.169491067027	211.421526524372	316.245867370041	350.766941278687	317.767964795206
Fbxw2	1601.67987844356	1583.77368000168	1483.74300004773	1813.45764542642	1822.4204211686	1725.02609460255
RP23-446N16.4	0	0	0	0	0	0
RP23-446N16.6	0	0.928355029309311	1.89615718855939	0	0	2.26977117710861
Psmd5	1361.53096488027	1423.16825993117	1403.15631953395	1608.60584477179	1573.5522561273	1610.40265015856
Cutal	10.3068203246046	0	12.3250217256361	15.104280232599	7.8383674028757	5.67442794277153
Phf19	119.559115765414	107.68918339988	92.9117022394103	170.867170131276	150.888572505357	140.725812980734
RP23-9N11.4	0	0	1.89615718855939	0	0	0
Gm24905	0	0	0	0	0	0
Traf1	5.15341016230231	7.42684023447449	15.1692575084752	0	0	0
RP23-9N11.5	0	0	0	0.944017514537436	0	0
Hc	2.06136406492092	3.71342011723724	0	3.77607005814975	0	4.53954235421723
RP23-223C17.2	0	0	0	0	0	0
RP23-223C17.3	11.3375023570651	7.42684023447449	20.8577290741533	1.88803502907487	8.81816332823516	4.53954235421723
Cntrl	979.147930837438	800.242035264626	771.735975743674	929.857251819375	1010.16959904561	884.075873483805
Rab14	2202.56750336801	2020.10054377706	2259.27129016852	2725.37856446958	2708.15593769355	2779.3348063695
RP23-186B18.7	0	0	0	1.88803502907487	0	2.26977117710861
Gsn	1968.60268199948	2323.67263836121	2540.85063266959	605.115226818497	634.907759632932	753.56403080006
RP23-186B18.8	24.7363687790511	18.5671005861862	15.1692575084752	7.55214011629949	9.79795925359462	13.6186270626517
Stom	3841.35193498014	3503.61188061334	3596.06210810289	2532.79899150394	2572.94409999395	1912.28221671401
RP23-186B18.4	172.123899420897	198.667976272193	229.435019815687	152.930837355065	137.171429550325	133.916499449408
RP23-458A10.3	0	0	0	0	0	0
RP23-458A10.2	0	0	3.79231437711879	0	0	0
Ggta1	3317.76546249023	3434.91360844445	3528.74852790903	1984.32481555769	2132.03593358219	2284.52468975982
RP23-458A10.4	17.5215945518278	19.4954556154955	11.3769431313564	26.4324904070482	23.5151022086271	28.3721397138577
RP23-64F21.1	0	0	0	0	0	0
RP23-64F21.2	0	0	0	0	0	0
RP23-64F21.4	4.12272812984185	0	0	0	0	0
RP23-64F21.3	0	0	0	0	0	0
Dab2ip	3102.35291770599	2516.77048445754	2461.21203075009	2581.88790225989	2515.13614039774	2073.43597028872
Ttll11	38.1352352010371	33.4207810551352	31.28659361123	11.3282101744492	16.6565307311109	11.3488558855431
RP23-366N13.3	4.12272812984185	5.57013017585587	0	0	0	3.40465676566292
RP23-366N13.1	2.06136406492092	0	1.89615718855939	0	1.95959185071892	0
RP23-366N13.2	2.06136406492092	3.71342011723724	1.89615718855939	0	1.95959185071892	0
Ndufa8	4438.11683177475	3808.11233022679	4438.90397841754	3228.53989971803	2955.06451088414	2861.04656874541
Morn5	30.9204609738138	12.9969704103304	18.9615718855939	31.1525779797354	29.3938777607839	28.3721397138577
RP23-169L4.6	11.3375023570651	5.57013017585587	0	3.77607005814975	3.91918370143785	4.53954235421723
Lhx6	1714.02421998175	1204.07647301418	1284.64649524899	700.460995786778	609.433065573586	500.484544552449
Gm27953	0	0	0	0	0	1.13488558855431
Rbm18	1031.71271449292	984.05633106787	1032.45758917059	898.70467383964	940.604088345084	1030.47611440731
Mrrf	928.644511246876	933.925159485167	858.959206417406	660.812260176206	630.988575931494	603.759133110891
RP23-169L4.5	0	0	0	0	0	0
RP23-454A14.1	4.12272812984185	0	0.948078594279697	0	0	3.40465676566292
RP23-454A14.2	8.24545625968369	5.57013017585587	10.4288645370767	0	0	0
Ptgs1	2233.48796434182	1680.32260304985	1890.46871699372	539.034000800876	522.231228216593	354.084303628944
RP23-454A14.10	47.4113734931812	45.4893964361562	59.7289514396209	8.49615763083693	6.85857147751624	9.07908470843445
Olfr334-ps1	0	0	0	0	0	0
Olfr335-ps	0	0	0	0	0	0
Olfr336-ps1	0	0	0	0	0	0
Olfr337-ps1	0	0	0	0	0	0
Olfr338	1.03068203246046	0	0	0	0	0
RP23-454A14.9	0	0.928355029309311	0	1.88803502907487	2.93938777607839	5.67442794277153
Olfr339	0	0	0	0	1.95959185071892	0
Olfr340	0	0	0	0	0	0
Olfr341	0	0	0	0	0	0
Olfr342	0	0	0	0	0	0
RP23-311F6.7	0	0	0	0	0	0
Olfr343-ps1	0	0	0	0	0	0
Olfr344	0	0	0	0	0	0
Olfr345	0	0	0	0	0	0
Olfr346	0	0	1.89615718855939	0	0	0
Olfr347	0	0	0	0	0	0
RP23-177C20.4	0	0	0	0	0	0
Olfr348	0	0	0	0	0	0
Olfr50	0	0	0	0	0	0
RP23-177C20.5	150.479576739227	151.321869777418	167.809911187506	209.571888227311	149.908776579998	170.232838283146
Olfr3	0	0	0	0	0	0
Olfr349-ps1	0	0	0	0	0	0
Olfr350	0	0	0	0	0	0
Olfr351	0	0	0	0	0	0
Olfr352	0	0	0	0	0	0
Olfr353	0	0	0	0	0	0
Olfr354	0	0	0	0	0	0
RP24-117E16.1	0	0	0	0	0	0
Olfr355	0	0	0	0	0	0
Olfr356	0	0	0	0	0	0
Olfr357	0	0	0	0	0	0
Olfr358	0	0	0	0	0	0
Olfr359-ps1	0	0	0	0	0	0
RP24-117E16.7	0	0	0	0	0	0
Olfr360	0	0	0	0	0	0
RP24-117E16.9	0	0	0	0	0	0
Olfr361	0	0	0	0	0	0
Olfr362	0	0	0	0	1.95959185071892	0
Olfr363-ps	0	0	0	0	0	0
Olfr364-ps1	0	0	0	0	0	0
Olfr365	0	0	0	0	0	0
RP23-29O14.7	0	0	0	0	0	0
Olfr366	0	0	0	0	0	0
Olfr367-ps	0	0	0	0	0	0
Gm22306	0	0	0	0	0	0
Olfr368	0	0	0	0	0	0
Pdcl	1075.00135985626	1029.54572750403	1242.93103710068	1113.94066715418	1225.72470262469	1244.96949064407
Rc3h2	2405.61186376272	2114.79275676661	2334.16949911662	2706.49821417883	2606.25716145617	2536.46929041888
Snord90	1.03068203246046	0.928355029309311	2.84423578283909	0	4.89897962679731	0
Zbtb6	565.844435820793	524.520591559761	698.733923984137	686.300733068716	706.432862184172	679.79646754403
Zbtb26	526.678518587296	474.389419977058	550.833663276504	688.188768097791	704.473270333453	735.405861383191
Rabgap1	2092.28452589474	1986.67976272193	2071.55172850114	2092.8868297295	1984.08674885291	2034.84986027787
Strbp	700.863782073114	747.325798593995	811.555276703421	647.596014972681	516.352452664437	711.57326402355
RP23-321B3.8	32.9818250387348	12.068615381021	19.9096504798736	14.1602627180615	20.5757144325487	24.9674829481947
Gpr21	56.6875117853254	64.0564970223425	63.5212658167397	50.9769457850216	46.0504084918947	43.1256523650637
RP23-339J7.2	0	1.85671005861862	1.89615718855939	0	0	3.40465676566292
RP23-339J7.1	5.15341016230231	2.78506508792793	5.68847156567818	0	1.95959185071892	1.13488558855431
Mir5128	0	1.85671005861862	0	0	0.979795925359462	0
Crb2	12.3681843895255	16.7103905275676	26.5462006398315	13.2162452035241	15.6767348057514	13.6186270626517
Dennd1a	374.137577783148	376.91214189958	385.867987871837	260.548834012332	273.36306317529	291.665596258457
RP23-480I16.1	16.4909125193674	24.1372307620421	29.3904364226706	8.49615763083693	15.6767348057514	22.6977117710861
RP23-480I16.2	10.3068203246046	17.6387455568769	11.3769431313564	20.7683853198236	9.79795925359462	22.6977117710861
RP23-480I16.3	12.3681843895255	21.3521656741142	15.1692575084752	16.0482977471364	12.737347029673	14.753512651206
Gm44455	0	0	0	0	0	2.26977117710861
RP23-399K8.2	20.6136406492092	12.9969704103304	1.89615718855939	0	5.87877555215677	0
Lhx2	19.5829586167488	18.5671005861862	22.7538862627127	20.7683853198236	25.474694059346	21.5628261825318
RP23-399K8.5	0	0	0	0	0	2.26977117710861
RP23-399K8.4	0	0	0	0	0	0
RP23-42H18.1	0	0	0	0	0	0
Gm25081	0	0	0	0	0	0
RP23-42H18.2	0	0	0	0	0	0
RP23-42H18.4	0	0.928355029309311	0	0	0	0
Nek6	1875.84129907804	2202.05812952169	2038.36897770135	1611.4378973154	1503.00694950141	1879.37053464593
RP23-42H18.5	62.8716039800882	85.4086626964566	93.85978083369	113.282101744492	91.12102105843	115.758330032539
RP23-42H18.6	0	0	0	0	0	0
Psmb7	954.411562058387	1033.25914762126	1015.39217447356	1705.83964876915	1642.13797090246	1778.3657172646
RP23-354G20.2	19.5829586167488	12.9969704103304	0.948078594279697	16.0482977471364	23.5151022086271	7.94419911988015
Gm27634	4.12272812984185	0.928355029309311	1.89615718855939	4.72008757268718	0.979795925359462	1.13488558855431
Adgrd2-ps	4.12272812984185	0	0	0	0	2.26977117710861
RP23-354G20.4	0	0	0	0	0	0
Nr5a1	5.15341016230231	13.9253254396397	5.68847156567818	3.77607005814975	2.93938777607839	1.13488558855431
Nr5a1os	13.398866421986	7.42684023447449	1.89615718855939	0	9.79795925359462	13.6186270626517
Nr6a1	679.219459391444	792.815195030152	811.555276703421	526.76177311189	608.453269648226	608.298675465108
RP23-354G20.10	12.3681843895255	10.2119053224024	10.4288645370767	8.49615763083693	9.79795925359462	6.80931353132584
Rpl15-ps4	14.4295484544465	8.3551952637838	5.68847156567818	0	0	2.26977117710861
Nr6a1os	30.9204609738138	16.7103905275676	22.7538862627127	7.55214011629949	22.5353062832676	14.753512651206
Mir181a-2	2.06136406492092	4.64177514654655	0	0	2.93938777607839	5.67442794277153
RP23-334M3.6	39.1659172334975	40.8476212896097	35.0789079883488	23.6004378634359	44.0908166411758	24.9674829481947
Mir181b-2	0	0	0	0	0	0
RP23-334M3.7	90.7000188565206	74.2684023447449	79.6386019194946	56.6410508722462	77.4038781033975	88.5210759072359
Olfml2a	61.8409219476277	95.620568018859	88.1713092680119	71.7453311048452	82.3028577301948	99.869931792779
RP23-334M3.2	3.09204609738138	0.928355029309311	2.84423578283909	1.88803502907487	0	0
RP23-244N6.2	2.06136406492092	4.64177514654655	0	7.55214011629949	0	1.13488558855431
RP23-244N6.7	15.4602304869069	14.853680468949	24.6500434512721	19.8243678052862	29.3938777607839	26.1023685367491
Wdr38	40.196599265958	25.9939408206607	22.7538862627127	37.7607005814975	49.9695921933326	37.4512244222921
Rpl35	3057.00290827773	3086.78047245346	3335.34049467598	3542.897732059	3446.92206541459	3472.74990097618
Arpc5l	1381.11392349702	1518.78882795003	1446.76793487082	1534.97247863787	1592.16837870913	1454.92332452662
Golga1	827.637672065751	827.164331114596	923.428550828425	869.440130888979	861.240618390967	860.243276124164
Gm26127	2.06136406492092	0	0	0	1.95959185071892	0
Scai	771.980842312886	687.911076718199	785.957154657869	481.448932414093	481.079799351496	499.349658963895
RP23-322M5.3	4.12272812984185	1.85671005861862	3.79231437711879	1.88803502907487	0	4.53954235421723
RP23-322M5.2	20.6136406492092	11.1402603517117	17.0654146970346	13.2162452035241	26.4544899847055	22.6977117710861
RP23-446O17.5	21.6443226816697	22.2805207034235	13.2731003199158	8.49615763083693	13.7171429550325	10.2139702969888
Ppp6c	1258.46276163422	1194.79292272108	1377.5581974884	1762.48069964139	1745.99633899056	1667.14692958628
RP23-446O17.4	3.09204609738138	5.57013017585587	2.84423578283909	13.2162452035241	12.737347029673	6.80931353132584
RP23-446O17.2	0	0	0	0	0	0
Vmn2r-ps2	0	0	0	0	0	0
RP23-42M7.1	0	0	0	0	0	0
RP23-263O22.1	0	0	0	0	0	0
RP23-263O22.3	0	0	0	0	0	0
RP23-263O22.2	0	0	0	0	0	0
RP23-441G5.1	0	0	0	0	0	0
RP23-441G5.2	0	0	0	0	0	0
RP23-154H8.1	136.050028284781	194.954556154955	178.238775724583	214.291975799998	146.969388803919	192.930550054232
RP23-424F12.2	0	0	0	0	0	0
RP23-424F12.1	0	0	0	0	0	0
RP23-475H18.1	0	0	0	0	0	0
Gm24467	0	0	0	0	0	0
RP23-151M8.1	8265.03921830044	8761.81476662128	8813.33861242407	8722.72183432591	8563.4163876417	8663.71658302358
Lrp1b	0	0	0	0	1.95959185071892	0
Gm27348	0	0	0	0	0	0
RP23-119M24.1	0	0	0	0	0	0
RP23-119M24.2	0	0	0	0	0	0
RP23-328P7.1	71.1170602397718	120.68615381021	109.977116936445	278.485166788544	227.312654683395	237.19108800785
RP23-433M8.1	0	0	0	0	0	0
Mir6336	0	0	0	0	0	0
Gm24350	0	0	0	0	0	0
RP23-391P24.1	0	0	0.948078594279697	0	0	2.26977117710861
Kynu	0	0	0	0	0	0
Arhgap15	0	0	0	0	0	1.13488558855431
Arhgap15os	0	0	0	0	0	0
Gm22867	0	0	0	0	0	0
Gtdc1	264.885282342339	224.661917092853	273.046635152553	349.286480378851	382.12041089019	373.377358634367
RP23-90D6.1	8.24545625968369	2.78506508792793	11.3769431313564	26.4324904070482	26.4544899847055	28.3721397138577
Zeb2	824.545625968369	894.005893224866	961.351694599613	642.875927399994	646.665310737245	742.215174914517
Mir5129	0	0	0	0.944017514537436	0	0
Zeb2os	6.18409219476277	4.64177514654655	3.79231437711879	0	4.89897962679731	6.80931353132584
Gm27761	0	0	0	0	0	0
Gm27676	0	0	1.89615718855939	1.88803502907487	0	0
Gm27404	0	0	0	0	0	0
Gm27645	0	0	0	0	0	0
RP23-431O5.2	0	0	0	0	0	0
Vis1	0	0	0	0	0	0
RP23-181C9.1	0	0	0	0	0	0
RP23-288M4.1	0	0	0	0	0	0
RP23-131P6.1	0	0	0	0	0	0
RP23-107G20.1	0	0	0	0	0	0
RP23-264P3.1	0	0	0	0	0	0
RP23-264P3.2	0	0	0.948078594279697	0	0	0
RP23-264P3.3	0	0	0	0	0	0
Gm23072	0	0	0	0	0	0
RP23-452C10.1	0	0	0	0	0	0
RP23-452C10.2	0	0	1.89615718855939	0	0	2.26977117710861
Gm25264	0	0	0	0	0	0
Gm25959	0	0	0	0	0	0
RP23-49G18.1	0	0	0	0	0	0
RP23-320O16.1	0	0	0	0	0	0
RP23-5F14.2	0	0	0	0	0	0
Gm25338	0	0	0.948078594279697	0	0	0
RP23-5F14.1	0	0	0	0	0	0
RP23-139F8.1	0	0	0	0	0	0
